1,55
2,12
3,48
4,98
5,31
6,81
7,19
8,54
9,65
10,26
11,55
12,3
13,77
14,75
15,37
16,16
17,78
18,34
19,20
20,50
21,64
22,83
23,12
24,10
25,98
26,94
27,69
28,19
29,94
30,25
31,67
32,39
33,61
34,39
35,98
36,74
37,7
38,11
39,46
40,44
41,90
42,4
43,96
44,24
45,15
46,1
47,53
48,1
49,69
50,42
51,50
52,34
53,25
54,79
55,31
56,16
57,74
58,27
59,81
60,64
61,98
62,68
63,39
64,55
65,0
66,3
67,42
68,2
69,17
70,71
71,91
72,75
73,44
74,59
75,44
76,25
77,8
78,18
79,60
80,83
81,93
82,42
83,49
84,0
85,68
86,2
87,11
88,45
89,77
90,5
91,23
92,31
93,7
94,28
95,13
96,67
97,19
98,63
99,2
100,94
101,23
102,3
103,1
104,16
105,9
106,7
107,91
108,37
109,50
110,77
111,75
112,5
113,83
114,76
115,89
116,10
117,56
118,93
119,97
120,60
121,43
122,36
123,93
124,4
125,41
126,9
127,97
128,84
129,54
130,19
131,75
132,38
133,28
134,54
135,42
136,8
137,15
138,90
139,87
140,3
141,47
142,74
143,97
144,52
145,54
146,33
147,27
148,95
149,76
150,86
151,90
152,21
153,42
154,22
155,82
156,24
157,93
158,3
159,80
160,13
161,89
162,92
163,64
164,71
165,70
166,27
167,74
168,58
169,79
170,50
171,2
172,81
173,79
174,3
175,65
176,55
177,13
178,56
179,9
180,58
181,81
182,39
183,63
184,47
185,14
186,31
187,46
188,91
189,37
190,59
191,96
192,32
193,33
194,34
195,18
196,14
197,53
198,22
199,48
200,70
201,71
202,91
203,69
204,98
205,0
206,51
207,96
208,33
209,31
210,11
211,39
212,50
213,16
214,31
215,7
216,38
217,61
218,75
219,66
220,80
221,52
222,17
223,67
224,25
225,94
226,95
227,53
228,99
229,45
230,3
231,79
232,3
233,51
234,27
235,49
236,52
237,47
238,86
239,42
240,51
241,75
242,88
243,78
244,12
245,44
246,19
247,51
248,65
249,9
250,79
251,28
252,11
253,72
254,10
255,66
256,21
257,81
258,51
259,85
260,60
261,98
262,51
263,74
264,77
265,50
266,17
267,52
268,77
269,50
270,28
271,29
272,78
273,25
274,27
275,18
276,66
277,74
278,58
279,80
280,50
281,95
282,49
283,10
284,76
285,45
286,8
287,7
288,7
289,77
290,66
291,83
292,82
293,9
294,61
295,12
296,98
297,71
298,84
299,69
300,68
301,69
302,32
303,80
304,29
305,45
306,47
307,8
308,65
309,73
310,71
311,93
312,89
313,29
314,19
315,86
316,19
317,49
318,16
319,19
320,94
321,42
322,39
323,12
324,22
325,31
326,73
327,46
328,21
329,21
330,29
331,31
332,40
333,83
334,23
335,54
336,75
337,41
338,27
339,47
340,91
341,29
342,5
343,39
344,15
345,12
346,66
347,96
348,89
349,20
350,3
351,42
352,58
353,17
354,14
355,46
356,72
357,26
358,29
359,95
360,33
361,63
362,44
363,43
364,68
365,64
366,89
367,59
368,90
369,67
370,26
371,26
372,42
373,19
374,1
375,92
376,89
377,56
378,24
379,19
380,22
381,51
382,12
383,78
384,44
385,97
386,83
387,32
388,37
389,27
390,45
391,24
392,89
393,70
394,94
395,42
396,53
397,100
398,98
399,63
400,78
401,90
402,21
403,21
404,9
405,71
406,21
407,52
408,29
409,28
410,10
411,91
412,64
413,56
414,43
415,51
416,79
417,86
418,19
419,43
420,41
421,2
422,63
423,31
424,6
425,98
426,69
427,82
428,36
429,79
430,85
431,87
432,10
433,22
434,8
435,99
436,97
437,2
438,46
439,45
440,35
441,27
442,13
443,33
444,26
445,46
446,87
447,65
448,33
449,23
450,42
451,99
452,77
453,87
454,61
455,23
456,51
457,71
458,35
459,30
460,62
461,58
462,96
463,88
464,3
465,86
466,56
467,30
468,3
469,75
470,29
471,92
472,22
473,8
474,98
475,35
476,88
477,67
478,33
479,48
480,2
481,4
482,16
483,57
484,75
485,22
486,24
487,50
488,55
489,99
490,80
491,76
492,45
493,96
494,37
495,23
496,87
497,7
498,19
499,82
500,63
501,95
502,4
503,93
504,16
505,78
506,95
507,64
508,34
509,18
510,17
511,91
512,23
513,87
514,10
515,96
516,41
517,99
518,65
519,2
520,61
521,43
522,35
523,54
524,82
525,71
526,53
527,90
528,1
529,19
530,56
531,8
532,44
533,66
534,34
535,71
536,8
537,3
538,8
539,41
540,24
541,46
542,100
543,73
544,69
545,79
546,80
547,100
548,20
549,49
550,61
551,76
552,54
553,19
554,28
555,90
556,41
557,9
558,73
559,18
560,41
561,97
562,60
563,80
564,69
565,94
566,11
567,71
568,42
569,74
570,72
571,33
572,75
573,92
574,91
575,57
576,92
577,97
578,71
579,35
580,100
581,33
582,64
583,3
584,5
585,97
586,91
587,39
588,87
589,37
590,90
591,23
592,18
593,51
594,0
595,74
596,72
597,87
598,10
599,12
600,28
601,93
602,41
603,2
604,67
605,64
606,6
607,83
608,93
609,75
610,21
611,64
612,6
613,17
614,33
615,21
616,39
617,41
618,46
619,65
620,48
621,95
622,40
623,91
624,35
625,50
626,92
627,69
628,76
629,48
630,63
631,79
632,49
633,54
634,67
635,55
636,25
637,95
638,12
639,57
640,51
641,35
642,93
643,33
644,17
645,94
646,6
647,4
648,74
649,95
650,84
651,96
652,98
653,61
654,89
655,19
656,65
657,47
658,51
659,97
660,74
661,89
662,73
663,6
664,28
665,27
666,56
667,75
668,81
669,33
670,36
671,73
672,38
673,55
674,69
675,59
676,58
677,16
678,31
679,81
680,59
681,82
682,52
683,57
684,18
685,38
686,72
687,13
688,78
689,43
690,78
691,66
692,21
