id,sentiment
"12311_10",0.995361864566803
"8348_2",0.014057221822440624
"5828_4",0.08602190017700195
"7186_2",0.02922312170267105
"12128_7",0.7926042079925537
"2913_8",0.956392765045166
"4396_1",0.024090014398097992
"395_2",0.3776799142360687
"10616_1",0.0031920429319143295
"9074_9",0.24074620008468628
"9252_3",0.014053957536816597
"9896_9",0.610121488571167
"574_4",0.02555677480995655
"11182_8",0.06263033300638199
"11656_4",0.009845035150647163
"2322_4",0.7341993451118469
"8703_1",0.0049673872999846935
"7483_1",0.0825696587562561
"6007_10",0.9931471943855286
"12424_4",0.0027947432827204466
"4672_1",0.002246059710159898
"10841_3",0.020761437714099884
"8954_7",0.2875569760799408
"7392_1",0.004547710996121168
"10288_8",0.994361162185669
"5343_4",0.005578372161835432
"4950_1",0.002476629801094532
"9257_4",0.5416745543479919
"8689_3",0.012185055762529373
"4480_2",0.008135625161230564
"9286_10",0.9625921249389648
"12245_10",0.9971978664398193
"7529_7",0.921481192111969
"4_4",0.011603577993810177
"5299_2",0.05351904034614563
"12077_8",0.8772950768470764
"10701_2",0.004038631916046143
"11579_1",0.0060509685426950455
"10993_1",0.004883644171059132
"8913_1",0.009379918687045574
"1350_3",0.008758663199841976
"3804_2",0.0035973540507256985
"5025_3",0.020709998905658722
"5170_8",0.8051019906997681
"8225_8",0.7718208432197571
"6427_7",0.9904894828796387
"3165_3",0.06723374128341675
"7902_9",0.9954321384429932
"8208_3",0.003849648404866457
"3577_8",0.9756902456283569
"4865_1",0.0031483503989875317
"9063_3",0.06036834791302681
"1106_1",0.23166511952877045
"1117_9",0.9874169826507568
"1050_4",0.044802796095609665
"10755_9",0.8478666543960571
"2729_8",0.9625921845436096
"10072_10",0.9943596720695496
"2904_7",0.9268621206283569
"4584_2",0.18524645268917084
"189_4",0.02246689423918724
"6302_4",0.01640981249511242
"8138_9",0.45577478408813477
"1262_1",0.04977099969983101
"2199_10",0.9968079924583435
"6551_7",0.9318702816963196
"8082_7",0.8963398337364197
"4897_8",0.9969155788421631
"7360_1",0.0028559716884046793
"11012_10",0.9783009886741638
"12046_1",0.05835477262735367
"2331_2",0.3587241470813751
"8961_9",0.9948908090591431
"751_7",0.5257875323295593
"9884_10",0.8322885632514954
"10016_8",0.9938727617263794
