id,sentiment
"12311_10",1.0
"8348_2",0.30982429909314413
"5828_4",0.609199252289689
"7186_2",0.40772856230432286
"12128_7",0.7792504373056834
"2913_8",0.7877923460393252
"4396_1",0.23761759255510473
"395_2",0.38406688138892764
"10616_1",0.42683032291206313
"9074_9",0.45538988534168023
"9252_3",0.16710956449972358
"9896_9",0.5811568814299785
"574_4",0.3128137546385126
"11182_8",0.784436844960007
"11656_4",0.27300630483662847
"2322_4",0.6003143583952407
"8703_1",0.40691136826183305
"7483_1",0.36179302725673257
"6007_10",0.8667221374079181
"12424_4",0.3351302057551667
"4672_1",0.04642079350631989
"10841_3",0.43736526438057477
"8954_7",0.555785798026468
"7392_1",0.581888653258483
"10288_8",0.9623781208103201
"5343_4",0.16430475752395213
"4950_1",0.0
"9257_4",0.6160951892169769
"8689_3",0.3415636768430912
"4480_2",0.22111637830284203
"9286_10",0.8876720825174835
"12245_10",1.0
"7529_7",0.9060000984389704
"4_4",0.20340291236836916
"5299_2",0.2552207565931648
"12077_8",0.8295851501710413
"10701_2",0.4278215670691754
"11579_1",0.2507098301353654
"10993_1",0.526185738925879
"8913_1",0.3005713771085512
"1350_3",0.5783260226614647
"3804_2",0.35071639585482717
"5025_3",0.4337736148847391
"5170_8",0.5304682793254852
"8225_8",0.9064793103098983
"6427_7",0.9236875243828595
"3165_3",0.40412200099302564
"7902_9",0.9547649587036355
"8208_3",0.13707994153208425
"3577_8",1.0
"4865_1",0.22862707506188262
"9063_3",0.6115794062095681
"1106_1",0.4837954874617322
"1117_9",0.7800536651565178
"1050_4",0.6270009977212059
"10755_9",0.5410077849822519
"2729_8",0.6851764089676582
"10072_10",0.8758057120770585
"2904_7",0.5819012131255119
"4584_2",0.545625357191114
"189_4",0.029610561758365517
"6302_4",0.43937449406780105
"8138_9",0.6073013936047288
"1262_1",0.48050950054064023
"2199_10",1.0
"6551_7",0.6899826772581195
"8082_7",0.37654712374659904
"4897_8",1.0
"7360_1",0.0
"11012_10",0.7812649312645376
"12046_1",0.2754835197350517
"2331_2",0.6841317756268958
"8961_9",0.7117783039449892
"751_7",0.9230948108177763
"9884_10",0.6694233409525929
"10016_8",0.825754370058522
"8023_10",0.522874084121114
"2628_1",0.31646304783314005
"5832_1",0.0018807056540517397
"7302_1",0.13872097272350192
"4501_3",0.31537098979849887
"1121_7",0.4247448328920891
"8334_3",0.5674582922301422
"9789_10",0.5096012113671347
"4230_10",0.6823407272748021
"824_4",0.10047606015179167
"6803_9",0.768827520011979
"3086_7",0.6462543095862341
"1135_8",0.686220525278763
"10136_1",0.2915313928179102
"11129_3",0.5386849539676944
"2072_8",0.4082838733694245
"9501_7",0.9297174205416858
"319_10",0.7572335806069814
"1693_7",0.7429329768551385
"10886_1",0.0
"9406_8",0.8254655048791868
"10376_10",0.49475426978748716
"9902_1",0.26622871296873885
"9938_8",0.6282285741494066
"7080_9",0.8546711719914113
"11944_8",0.5557968145730054
"5249_1",0.0
"9599_2",0.0
"9620_1",0.2814102767404365
"11244_1",0.23703738223776694
"6841_10",0.5819435819969643
"10050_4",0.8425685407489034
"10512_9",0.6715353533043538
"11327_3",0.30174241818715786
"10681_8",0.7217231181906414
"808_3",0.3988745688257931
"546_7",0.9046373089285438
"10765_1",0.0
"7189_9",0.5063375303378123
"6005_9",1.0
"11915_9",0.7000260384324621
"5740_10",0.6918994928101182
"7097_10",0.2177587033486985
"9573_10",0.5918376420240792
"5084_4",0.6183289155218915
"12332_7",0.4613438936391505
"8154_1",0.4843539085356736
"5610_1",0.12083305897431917
"5323_9",0.7358289504305179
"11034_8",0.6476645914284644
"3977_2",0.4199266838823523
"12380_7",0.14808930368714812
"1737_8",0.4965062167946048
"6030_9",0.6198614815105693
"5918_7",1.0
"7061_9",0.5258178158955849
"266_8",0.4506663581570899
"1375_10",0.8951596464384648
"8648_3",0.16612080964490694
"10146_10",0.7703919944693728
"4578_10",0.9692837184897332
"4685_8",1.0
"11843_9",0.769754217392236
"5467_10",0.7880510738043028
"10140_10",0.7448793913348928
"7721_8",0.8456960349392295
"11208_10",0.5318380888446979
"1063_10",0.8887067465084607
"8260_10",0.5040494342289867
"3182_9",0.7096559758044011
"2797_8",0.9159764844826417
"7613_2",0.6778735141644686
"11624_4",0.3521203205528045
"4847_10",0.6043837316004199
"10684_7",0.8014395705730675
"6312_1",0.6432205849775976
"4925_3",0.49297680236461505
"4125_1",0.09539457316785571
"2394_10",1.0
"12105_10",0.8153765869945904
"7812_1",0.30759690574131027
"1061_8",0.5949060328835415
"9343_3",0.6655063411366314
"7696_10",1.0
"9355_10",1.0
"782_9",1.0
"9882_10",0.8328735870655957
"10642_10",0.720573191616372
"7410_2",0.03453282255967571
"9591_4",0.2846123735461068
"11902_3",0.23883398236768505
"3495_7",0.6536042051893783
"6733_1",0.4418110833731631
"4552_1",0.12654365093384679
"6722_1",0.3959664708839552
"188_10",0.884202247614632
"5099_10",0.8813103514114482
"10313_1",0.5649507194508195
"6756_9",0.9426939956366722
"6622_2",0.3384564971735087
"4807_10",0.7723926990797738
"7173_3",0.3787568195687059
"11321_8",0.6037436123570543
"7909_9",0.5952596166987818
"8012_7",0.409211766757686
"8615_4",0.23463184971232298
"8117_10",0.7071872654920244
"1892_10",0.6413965378499003
"4617_1",0.266675050176027
"1893_8",0.6501483373160547
"5435_1",0.0
"162_3",0.45495475287389997
"6516_10",0.7849109057790993
"11588_7",1.0
"2006_1",0.08813052041807068
"1594_4",0.4592036549311709
"1472_1",0.3379037278444029
"3647_1",0.4441684683826207
"174_7",0.7932269195255294
"5539_7",0.2920409820677382
"3384_10",1.0
"3811_4",0.4709360799597304
"4079_8",0.6687899100296619
"1179_7",0.6458228274174853
"3069_9",0.7494161265077459
"3769_8",0.8067805117160087
"9247_10",0.8132350784641823
"10434_1",0.1376916993434203
"1147_10",0.8695408056159264
"5344_7",0.9072574487685412
"8073_10",0.6461303137281469
"7833_3",0.30400277904526063
"8370_1",0.0
"9007_8",0.18283757953008717
"6624_7",0.5646380803298694
"6683_3",0.21271066650944692
"12275_7",0.6088960702711479
"11927_8",0.5784840580159117
"1560_10",1.0
"1325_9",0.49301952915100017
"3548_8",0.20996561899259958
"607_1",0.0
"6702_7",0.5343025498850817
"5702_3",0.0
"11345_8",0.5887575355623085
"3428_4",0.1716827369486812
"7209_9",0.7957445258421165
"8425_8",0.8453826028972272
"3087_1",0.38534346849225165
"1119_8",0.7762230387423391
"5715_3",0.44804524820693836
"8645_1",0.3648762551405358
"2149_3",0.48475453893322806
"10403_10",0.311678063766361
"5628_1",0.2733311806645573
"5570_10",1.0
"1613_3",0.0
"1454_4",0.6752918503056018
"5094_3",0.3762549097765989
"7982_1",0.19243336432872282
"6894_2",0.8046245255914701
"6554_1",0.41147591278484663
"4721_3",0.311444608947264
"6904_4",0.3988129351999279
"893_8",1.0
"4605_4",0.7821203569689361
"11516_7",0.46419177868977
"11718_7",0.7739767115342785
"5956_1",0.06766696845731135
"7455_9",0.6660412913814879
"6396_4",0.5928492074087685
"1223_8",0.7975561055971052
"8556_1",0.11065028524824094
"6108_8",0.458791129209712
"11690_1",0.2117757274422849
"3778_9",0.7350313540928418
"3627_4",0.680475057182848
"8256_4",0.045474633865727254
"533_1",0.0
"5235_4",0.0
"621_2",0.39192629612499275
"5365_1",0.6348607615097046
"8180_3",0.412284154608223
"7396_7",0.052069569380527536
"9776_10",1.0
"8175_10",0.756731282205032
"3128_1",0.4142909935743625
"4606_1",0.30980505694321026
"6158_2",0.2934749802028711
"3281_10",0.8269922957456153
"4723_4",0.11571206769001485
"11994_3",0.0
"7701_1",0.0
"103_3",0.23766800187347814
"8908_10",0.842999004880707
"8876_1",0.3238724998184699
"7519_9",1.0
"12456_8",0.5252164560103821
"9514_8",0.8518692618149755
"8680_8",0.36693458135192447
"12402_10",0.7503643685878189
"362_2",0.4302625144662975
"9825_7",0.8449374411520737
"2913_3",0.6085058663862503
"7164_8",0.927254186099427
"11177_7",0.8062264627787171
"5707_10",0.8477488345221696
"8103_10",0.9791206629650724
"6289_1",0.5158249040921217
"11754_1",0.21161184008326683
"11640_10",0.5572162244126284
"9933_7",0.6599534288396662
"185_10",0.959557177671295
"242_10",0.7620796866265551
"9369_8",0.9277663686633337
"7453_10",0.958750351288301
"7514_7",0.5427176282244418
"10860_2",0.3774408174584569
"8663_8",0.2833209305066149
"9108_1",0.1912822709858304
"7941_1",0.05255223042105572
"10116_1",0.12878453100063725
"9841_4",0.21868728403596482
"4512_9",1.0
"4853_2",0.2899583850410845
"2664_4",0.6163186888972361
"9966_10",0.5770575566555011
"5167_2",0.2712726670943464
"3894_2",0.0
"3929_8",0.7410127902050437
"7165_10",0.7605778868060261
"5451_8",0.5770162624308692
"2947_4",0.48802405370076996
"4611_10",0.927724710820534
"5807_1",0.3775376652220934
"9464_8",0.6752767859770373
"3124_10",0.8570681827529609
"2705_4",0.6450866315324397
"12187_8",0.6876981202717642
"12319_10",1.0
"9874_3",0.4623635672550047
"3406_4",0.6154895346806898
"2327_10",0.7807294755087412
"605_10",0.8970288869771029
"8080_4",0.0
"3074_10",0.7500320651567587
"2499_3",0.0
"1013_1",0.5484770229032062
"11535_1",0.31526536773367475
"4118_7",0.6603367506260667
"10492_8",0.8376477855471416
"2129_4",0.5774275179040775
"9814_10",0.35966038491163776
"10671_9",0.613680009114045
"5980_10",0.8867994367041692
"2755_2",0.38864297299115425
"5461_2",0.35842624327916206
"11979_1",0.32617001835135584
"8810_1",0.19522941320185339
"852_7",0.5536481469296407
"10961_4",0.028189822590981795
"7436_4",0.3313843810090331
"11281_3",0.6531615634189941
"4208_3",0.2479049055148752
"8213_10",0.7033032912707682
"9851_2",0.42793518546991094
"4713_7",0.7674633431497099
"9528_1",0.7282238569942194
"3595_10",1.0
"5785_3",0.4342298689224475
"10370_3",0.1413639359998935
"1980_3",0.548526001803621
"8800_4",0.19293168848049913
"4437_3",0.14317391809878288
"28_3",0.2535284670752187
"12171_1",0.22286037526499836
"9359_3",0.2872779018552166
"3831_9",0.9880163812761306
"10962_7",0.8349794846182733
"1500_9",0.6104463604962846
"11470_10",0.6539816241756617
"11843_3",0.23075413061661454
"11200_4",0.5498775436537257
"1067_1",0.0
"3333_1",0.41353626491258777
"4487_4",0.6543398007566098
"6428_1",0.23960034575032607
"575_7",0.4747883750158395
"10904_9",0.5451188354612185
"11821_2",0.437275843702012
"11605_1",0.5435275542717334
"1111_7",0.6018022390073081
"10295_1",0.46672976650296655
"1146_4",0.2522057285140896
"2405_9",0.4261688818018221
"11081_10",0.7424897624818316
"2201_10",0.6865705647780902
"4844_1",0.43371796572862786
"11007_8",0.6684096648271582
"6535_7",0.6614305034593791
"2653_4",0.6009782012072933
"8245_10",0.48648614859901856
"9951_8",0.8488592186211179
"6133_8",0.4283035454629285
"10006_2",0.32551493878170235
"7350_1",0.3914282319974939
"4509_9",0.8456940795266623
"948_1",0.4456629327034699
"3987_1",0.1891587340841444
"2947_10",0.29463000621241175
"6041_3",0.05382879418176423
"2946_1",0.2652412743255732
"11967_4",0.29585662424155923
"1185_10",0.8530250625392835
"10323_2",0.6997186128879
"11706_2",0.0
"3663_1",0.0
"5602_10",0.9900485422677194
"4870_10",0.7262476171487068
"1994_1",0.02596554475384938
"10807_7",0.7870197312510685
"6871_3",0.7454676665145448
"1175_2",0.0
"10919_7",0.5800553433896116
"8127_10",1.0
"12497_4",0.4088557467825358
"3274_1",0.5691363199409822
"2568_3",0.38546186322819675
"840_2",0.0
"5626_10",0.8089683010681998
"7561_10",0.8385445940122896
"4600_3",0.584918143022101
"3324_9",0.6096166193148466
"8899_7",0.5224204990088532
"5592_8",0.5417309086133828
"12483_4",0.0
"7874_1",0.0
"5878_10",0.7221786242604992
"4303_9",0.5535642816684683
"9421_1",0.03267897081324045
"10269_4",0.7856409422302737
"10615_2",0.5433785264615614
"2634_10",0.676021960441459
"7522_1",0.3284958951521255
"9289_10",0.8678096453881462
"4636_10",0.6884276060946439
"1241_7",0.5392932145814786
